complex_id	complex_name	organism	pmid	cell_line	purification_methods	n_subunits	subunit_ids	subunit_genes	n_ext_ppi_edges	n_ext_partners	n_ext_partners_pure	n_ext_partners_other_complex_subunit	go_ids	go_names	go_ontology	comment_complex	comment_disease
9433	NR3C1-NR4A2 complex	Human	15591535	in vitro	MI:0019:coimmunoprecipitation;MI:0059:gst pull down	2	P04150;P43354	NR3C1;NR4A2	54	54	10	44	GO:0005634;GO:0006355;GO:0071385	nucleus;regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	Formation of the complex is ligand-dependent. The glucocorticoid receptor (NR3C1; GR) antagonizes Nur response element (NurRE)-dependent transcription induced by the Nur factors NGFI-B (NR4A1), NURR1 (NR4A2) and NOR1 (NR4A3). Vice versa, NURR1 represses GR and glucocorticoid response element (GRE)-dependent transcription.	
9434	NR3C1-NR4A1 complex	Human	15591535	GR-NUR77 complex; GR-NGFI-B complex	MI:0018:two hybrid;MI:0019:coimmunoprecipitation;MI:0059:gst pull down;MI:0402:chromatin immunoprecipitation assay	2	P04150;P22736	NR3C1;NR4A1	56	56	10	46	GO:0005634;GO:0006355;GO:0071385	nucleus;regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	Formation of the complex is ligand-dependent. The glucocorticoid receptor (NR3C1; GR) antagonizes Nur response element (NurRE)-dependent transcription induced by the Nur factors NGFI-B (NR4A1), NURR1 (NR4A2) and NOR1 (NR4A3). Vice versa, NR4A1 represses GR and glucocorticoid response element (GRE)-dependent transcription.	
9435	NR3C1-NR4A3 complex	Human	15591535	in vitro	MI:0059:gst pull down	2	P04150;Q92570	NR3C1;NR4A3	52	52	10	42	GO:0005634;GO:0006355;GO:0071385	nucleus;regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	The glucocorticoid receptor (NR3C1; GR) antagonizes Nur response element (NurRE)-dependent transcription induced by the Nur factors NGFI-B (NR4A1), NURR1 (NR4A2) and NOR1 (NR4A3).	
9436	NR3C1-ZNF764 complex	Human	28139699	HeLa cells	MI:0018:two hybrid;MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	2	P04150;O43296	NR3C1;ZNF264	51	51	10	41	GO:0005634;GO:0006355;GO:0071385	nucleus;regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	In co-immunoprecipitation assays using HeLa cells, ZNF764 is associated with NR3C1 (glucocorticoid receptor; GR) in a dexamethasone-dependent fashion. ZNF764 alters GR-binding and transcriptional activity of some glucocorticoid-responsive genes positively, of others negatively.	
9438	BMAL1-CLOCK-NR3C1 complex	Human	19141540	HepG2 cells	MI:0402:chromatin immunoprecipitation assay	3	O00327;O15516;P04150	BMAL1;CLOCK;NR3C1	61	61	11	50	GO:0005634;GO:0006355;GO:0007623;GO:0071385	nucleus;regulation of DNA-templated transcription;circadian rhythm;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process;biological_process	The ligand dexamethasone strongly increases the interaction of NR3C1 (glucocorticoid receptor; GR) and CLOCK. CLOCK/BMAL1 acetylates GR at a cluster of lysine residues in its hinge region and represses GR-induced transcriptional activity by attenuating the association of GR to glucocorticoid response elements (GREs). Transactivation activity of the GR fluctuates in a reverse-phase circadian fashion, mirroring the mRNA expression of CLOCK/BMAL1.	
9441	NCOA2-NR3C1 complex	Human	15769988	in vitro	MI:0059:gst pull down	2	Q15596;P04150	NCOA2;NR3C1	84	84	19	65	GO:0005634;GO:0006355;GO:0071385	nucleus;regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	NCOA2 (GRIP1) is known as glucocorticoid receptor (GR) coactivator; at certain glucocorticoid response elements (GREs), however, GRIP1 acts as a GR corepressor.	
9447	DAXX-NR3C1 complex	Human	14978255	in vitro	MI:0018:two hybrid;MI:2169:luminiscence technology	2	Q9UER7;P04150	DAXX;NR3C1	75	75	20	55	GO:0005634;GO:0045892;GO:0071385	nucleus;negative regulation of DNA-templated transcription;cellular response to glucocorticoid stimulus	cellular_component;biological_process;biological_process	DAXX dose-dependently represses glucocorticoid receptor (NR3C1; GR)-mediated transcription from the MMTV-Luc reporter in hippocampal HN9.10 cells. On the other hand, DAXX was seen not to have any significant effect on GR in neuroblastoma SHY-5Y cells.	
9449	ASXL1-NR3C1 complex	Human	16606617	HEK293 cells	MI:0018:two hybrid;MI:0019:coimmunoprecipitation	2	Q8IXJ9;P04150	ASXL1;NR3C1	58	58	11	47	GO:0005634	nucleus	cellular_component	Formation of the ASXL1-NR3C1 complex is ligand-dependent.	
9461	NR3C1-NR3C2 complex	Human	7993637	COS-1 cells	MI:0413:electrophoretic mobility shift assay	2	P04150;P08235	NR3C1;NR3C2	53	53	10	43	GO:0005634	nucleus	cellular_component	Treatment of transfected neuroblastoma cells with the physiological corticosteroid receptor ligand cortisol yielded a strong enhancement of transactivation when mineralocorticoid receptor (NR3C2; MR) and glucocorticoid receptor (NR3C1; GR) were co-expressed in various amounts compared with when they were expressed alone.	
9464	DAXX-NR3C2 complex	Human	14978255	in vitro	MI:0018:two hybrid;MI:2169:luminiscence technology	2	Q9UER7;P08235	DAXX;NR3C2	35	35	11	24	GO:0005634;GO:0032870;GO:0045892;GO:0051385	nucleus;cellular response to hormone stimulus;negative regulation of DNA-templated transcription;response to mineralocorticoid	cellular_component;biological_process;biological_process;biological_process	DAXX dose-dependently represses mineralocorticoid receptor (NR3C2; MR)-mediated transcription from the MMTV-Luc reporter in hippocampal HN9.10 cells. On the other hand, DAXX was seen not to have any significant effect on MR in neuroblastoma SHY-5Y cells.	
9467	NFYC-NR3C2 complex	Human	20054001	HEK293 cells	MI:0018:two hybrid;MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay;MI:0416:fluorescence microscopy	2	Q13952;P08235	NFYC;NR3C2	19	19	6	13	GO:0005634;GO:0005737;GO:0045892;GO:0051385	nucleus;cytoplasm;negative regulation of DNA-templated transcription;response to mineralocorticoid	cellular_component;cellular_component;biological_process;biological_process	Formation of the NFYC-NR3C2 complex is enhanced in the presence of aldosterone or cortisol. Using ChIP assays it was shown that endogenous mineralocorticoid receptor (NR3C2; MR) and NFYC are specifically recruited to the MRE (mineralocorticoid-responsive element) of the human ENaC (epithelial sodium channel) gene promoter. NFYC does not affect androgen receptor, glucocorticoid receptor, and progesterone receptor-mediated transactivation.	
9469	NR3C2-PPARGC1A complex	Human	24907116	CV-1 cells	MI:0018:two hybrid;MI:0019:coimmunoprecipitation	2	P08235;Q9UBK2	NR3C2;PPARGC1A	29	29	9	20	GO:0005634;GO:0032870;GO:0045893;GO:0051385	nucleus;cellular response to hormone stimulus;positive regulation of DNA-templated transcription;response to mineralocorticoid	cellular_component;biological_process;biological_process;biological_process	Ligand-dependent formation of the NR3C2-PPARGC1A complex requires the presence of aldosterone or cortisol.	
9471	NCOA1-NR3C2 complex	Human	9482670	in vitro	MI:0018:two hybrid;MI:2169:luminiscence technology	2	Q15788;P08235	NCOA1;NR3C2	59	59	12	47	GO:0005634;GO:0006355;GO:0071389	nucleus;regulation of DNA-templated transcription;cellular response to mineralocorticoid stimulus	cellular_component;biological_process;biological_process	Formation of the NCOA1-NR3C2 complex occurs in a ligand-dependent manner.	
9473	NCOR1-NR3C2 complex	Human	20650892	HEK293 cells	MI:0018:two hybrid	2	O75376;P08235	NCOR1;NR3C2	60	60	11	49	GO:0005634;GO:0071389	nucleus;cellular response to mineralocorticoid stimulus	cellular_component;biological_process	NCoR is recruited by the mineralocorticoid receptor (NR3C2; MR) upon aldosterone binding and not upon binding of spironolactone, a steroidal MR antagonist.	
9478	NR3C2-SSRP1 complex	Human	25000480	HEK293 cells	MI:0084:phage display;MI:0416:fluorescence microscopy	2	P08235;Q08945	NR3C2;SSRP1	40	40	15	25	GO:0005634;GO:0006355;GO:0071389	nucleus;regulation of DNA-templated transcription;cellular response to mineralocorticoid stimulus	cellular_component;biological_process;biological_process	Formation of the NR3C2-SSRP1 complex occurs in an aldosterone-dependent manner.	
9486	ANP32A-PGR complex	Human	15308690	MCF-7 cells	MI:0019:coimmunoprecipitation	2	P39687;P06401	ANP32A;PGR	28	28	5	23	GO:0005634;GO:0071393	nucleus;cellular response to progesterone stimulus	cellular_component;biological_process	Complex formation appears in the presence and absence of progesterone.	
9487	NR0B1-PGR complex	Human	12771131	T47D cells	MI:0019:coimmunoprecipitation	2	P51843;P06401	NR0B1;PGR	31	31	9	22	GO:0005634;GO:0006355;GO:0071393	nucleus;regulation of DNA-templated transcription;cellular response to progesterone stimulus	cellular_component;biological_process;biological_process	Progesterone receptor (PGR) agonists progesterone and promegestone (R5020) increase interaction between PGR and NR0B1 (DAX1).	
9488	NCOR2-PGR complex	Human	12771131	T47D cells	MI:0019:coimmunoprecipitation	2	Q9Y618;P06401	NCOR2;PGR	67	67	15	52	GO:0005634;GO:0006355;GO:0071393	nucleus;regulation of DNA-templated transcription;cellular response to progesterone stimulus	cellular_component;biological_process;biological_process	The progesterone receptor (PGR) agonist progesterone increases interaction between PGR and NCOR2 (SMRT).	
9499	PGR-PRMT2 complex	Human	12039952	in vitro	MI:0059:gst pull down	2	P06401;P55345	PGR;PRMT2	29	29	6	23	GO:0005634;GO:0045893;GO:0071393	nucleus;positive regulation of DNA-templated transcription;cellular response to progesterone stimulus	cellular_component;biological_process;biological_process	The presence of the ligand progesterone does not significantly affect the interaction between PRMT2 and progesterone receptor (PGR).	
9504	NCOA1-PGR complex	Human	7481822	in vitro	MI:0018:two hybrid;MI:0059:gst pull down	2	Q15788;P06401	NCOA1;PGR	72	72	16	56	GO:0005634;GO:0045893;GO:0071393	nucleus;positive regulation of DNA-templated transcription;cellular response to progesterone stimulus	cellular_component;biological_process;biological_process		
9507	NCOA3-PGR complex	Human	12748280	T47D cells	MI:0402:chromatin immunoprecipitation assay	2	Q9Y6Q9;P06401	NCOA3;PGR	52	52	10	42	GO:0005634;GO:0045893;GO:0071393	nucleus;positive regulation of DNA-templated transcription;cellular response to progesterone stimulus	cellular_component;biological_process;biological_process	Formation of the NCOA3-PGR complex is ligand-dependent.	
9513	PGR-SFPQ complex	Human	15668243	HEK293 cells; T47D cells	MI:0018:two hybrid;MI:0019:coimmunoprecipitation;MI:0059:gst pull down	2	P06401;P23246	PGR;SFPQ	30	30	7	23	GO:0005634;GO:0006355	nucleus;regulation of DNA-templated transcription	cellular_component;biological_process	SFPQ (PSF) inhibits the transcriptional activity of the progesterone receptor (PGR) by mechanisms that involve interference with PGR binding to the PRE (progesterone response element) and degradation of the PGR protein through the proteasomal pathway. Formation of the PGR-SFPQ complex is progesterone-independent.	
9516	NCOA1-NCOA2-PGR complex	Human	9751728	T47D cells	MI:0071:molecular sieving	3	Q15788;Q15596;P06401	NCOA1;NCOA2;PGR	79	79	21	58	GO:0005634;GO:0032570	nucleus;response to progesterone	cellular_component;biological_process	Formation of the NCOA1-NCOA2-PGR complex is increased by progesterone.	
9518	HDAC6-HDAC11 complex	Human	11948178	dermal human fibroblast	MI:0019:coimmunoprecipitation;MI:0113:western blot	2	Q96DB2;Q9UBN7	HDAC11;HDAC6	17	17	5	12	GO:0000118;GO:0004407;GO:0005634;GO:0042826	histone deacetylase complex;histone deacetylase activity;nucleus;histone deacetylase binding	cellular_component;molecular_function;cellular_component;molecular_function	HDAC11, a member of the histone deacetylase family, is expressed in specific tissues and certain cancer cell lines. The enzyme localizes primarily to the nucleus and interacts with HDAC6 in vivo (PMID: 11948178).	
9532	PPARA-SIRT6 complex	Human	31851938	HEK293 cells	MI:0019:coimmunoprecipitation;MI:0402:chromatin immunoprecipitation assay	2	Q07869;Q8N6T7	PPARA;SIRT6	25	25	7	18	GO:0005634;GO:0006111;GO:0031998;GO:0032870;GO:0042593;GO:0045893	nucleus;regulation of gluconeogenesis;regulation of fatty acid beta-oxidation;cellular response to hormone stimulus;glucose homeostasis;positive regulation of DNA-templated transcription	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process	SIRT6 specifically activates PPARA, leading to decreased pyruvate oxidation, increased beta-oxidation, and increased uptake of gluconeogenic precursors, as found under a normal fasting response. Generally, it appears that SIRT6 regulates hepatic beta-oxidation by activating PPARA via NCOA2 deacetylation (see NCOA2-PPARA complex).	
9534	NCOA2-PPARA complex	Human	31851938	HEK293 cells	MI:0019:coimmunoprecipitation	2	Q15596;Q07869	NCOA2;PPARA	48	48	13	35	GO:0005634;GO:0045893	nucleus;positive regulation of DNA-templated transcription	cellular_component;biological_process	NCOA2 significantly induces PPAR response elements (PPRE) activity in HEK293 cells. Generally, it appears that SIRT6 regulates hepatic beta-oxidation by activating PPARA via NCOA2 deacetylation (see PPARA-SIRT6 complex).	
9536	ASXL2-PPARA complex	Human	21047783	in vitro	MI:0059:gst pull down	2	Q76L83;Q07869	ASXL2;PPARA	22	22	5	17	GO:0005634	nucleus	cellular_component	Formation of the ASXL2-PPARA complex is enhanced by ligand (WY14643).	
9552	ANP32A-PPARG complex	Human	15308690	MCF-7 cells	MI:0019:coimmunoprecipitation	2	P39687;P37231	ANP32A;PPARG	55	55	9	46	GO:0005634;GO:0032870	nucleus;cellular response to hormone stimulus	cellular_component;biological_process	Complex formation appears in the presence and absence of PPARG agonist BRL49653.	
9558	PPARG-PRMT2 complex	Human	12039952	in vitro	MI:0059:gst pull down	2	P37231;P55345	PPARG;PRMT2	53	53	10	43	GO:0005634;GO:0032870;GO:0045893	nucleus;cellular response to hormone stimulus;positive regulation of DNA-templated transcription	cellular_component;biological_process;biological_process	The presence of the ligand rosiglitazone (Invitrogen 49653) does not significantly affect the interaction between PRMT2 and peroxisome proliferator-activated receptor gamma (PPARG).	
